DATE,EMRATIO,GovDebt%,Pers_Sav%,Trade_Bal(com)%,Inf%,GINI_INDEX,C_Sent(IND),DispIncCHAINED,C_Accounts%GDP,PCE(IND),NonFarmEmp%,LF_Part%,unemp%,LifeExp,USDJPY,M2chained,HOUST%,Age_Dep%,Cap_Ex%,PPI(IND),Ind Prod%,M2V_prop,Gov Def%,CO2,Corp_prof%,GPDI%,IR%,GovC+I,GDP
1913-01-01,,,,,,,,,,,,,,,,,,,,12.0250000000000000,,,,,,,,,
1914-01-01,,,,,,,,,,,,,,,,,,,,11.7416666666666667,,,,,,,,,
1915-01-01,,,,,,,,,,,,,,,,,,,,11.9666666666666667,,,,,,,,,
1916-01-01,,,,,,,,,,,,,,,,,,,,14.7500000000000000,,,,,,,,,
1917-01-01,,,,,,,,,,,,,,,,,,,,20.2583333333333333,,,,,,,,,
1918-01-01,,,,,,,,,,,,,,,,,,,,22.5833333333333333,,,,,,,,,
1919-01-01,,,,,,,,,,,,,,,,,,,,23.8833333333333333,,,,,,,,,
1920-01-01,,,,,,,,,,,,,,,,,,,,26.6250000000000000,4.72298,,,,,,,,
1921-01-01,,,,,,,,,,,,,,,,,,,,16.8166666666666667,-23.11368,,,,,,,,
1922-01-01,,,,,,,,,,,,,,,,,,,,16.6666666666666667,27.29817,,,,,,,,
1923-01-01,,,,,,,,,,,,,,,,,,,,17.3500000000000000,19.18516,,,,,,,,
1924-01-01,,,,,,,,,,,,,,,,,,,,16.8666666666666667,-6.31993,,,,,,,,
1925-01-01,,,,,,,,,,,,,,,,,,,,17.7916666666666667,10.15877,,,,,,,,
1926-01-01,,,,,,,,,,,,,,,,,,,,17.2500000000000000,5.79971,,,,,,,,
1927-01-01,,,,,,,,,,,,,,,,,,,,16.4416666666666667,-0.06802,,,,,,,,
1928-01-01,,,,,,,,,,,,,,,,,,,,16.6750000000000000,4.12244,,,,,,,,
1929-01-01,,,,,,,,,,,,,,,,,,,,16.4250000000000000,10.99461,,,,,,,,
1930-01-01,,,,,,,,,,,,,,,,,,,,14.8666666666666667,-16.92182,,,,,,,,
1931-01-01,,,,,,,,,,,,,,,,,,,,12.5666666666666667,-17.17529,,,,,,,,
1932-01-01,,,,,,,,,,,,,,,,,,,,11.1916666666666667,-21.93663,,,,,,,,
1933-01-01,,,,,,,,,,,,,,,,,,,,11.3750000000000000,18.44077,,,,,,,,
1934-01-01,,,,,,,,,,,,,,,,,,,,12.9416666666666667,8.38791,,,,,,,,
1935-01-01,,,,,,,,,,,,,,,,,,,,13.8083333333333333,15.81841,,,,,,,,
1936-01-01,,,,,,,,,,,,,,,,,,,,13.9166666666666667,18.01403,,,,,,,,
1937-01-01,,,,,,,,,,,,,,,,,,,,14.8916666666666667,9.54017,,,,,,,,
1938-01-01,,,,,,,,,,,,,,,,,,,,13.5500000000000000,-20.93071,,,,,,,,
1939-01-01,,,,,,,,,,,,,,,,,,,,13.2916666666666667,22.71563,,,,,,,,
1940-01-01,,,,,,,,,,,5.75960,,,,,,,,,13.5416666666666667,15.50895,,,,,,,,
1941-01-01,,,,,,,,,,,12.95788,,,,,,,,,15.0416666666666667,26.29319,,,,,,,,
1942-01-01,,,,,,,,,,,9.89281,,,,,,,,,17.0166666666666667,14.74680,,,,,,,,
1943-01-01,,,,,,,,,,,5.87279,,,,,,,,,17.7833333333333333,21.46625,,,,,,,,
1944-01-01,,,,,,,,,,,-1.35545,,,,,,,,,17.9083333333333333,7.49745,,,,,,,,
1945-01-01,,,,,,,,,,,-3.60001,,,,,,,,,18.2250000000000000,-14.40689,,,,,,,,
1946-01-01,,,,,,,,,,,3.04500,,,,,,,,,20.8166666666666667,-13.57554,,,,,,,,
1947-01-01,,,,,,,,,,,5.22840,,,,,,,,,25.5750000000000000,12.54086,,,,,,,559.0490000000000000,2184.6142500000000000
1948-01-01,56.6166666666666667,3.29180,,,,,,,,,2.31050,58.8416666666666667,3.7500000000000000,,,,,,,27.6833333333333333,4.22127,,,,13.07871,35.59655,,590.4820000000000000,2274.6265000000000000
1949-01-01,55.4750000000000000,5.83363,,,,,,,,,-2.44805,59.0333333333333333,6.0500000000000000,,,,,,,26.3083333333333333,-5.58650,,,,-17.38615,-22.33996,,654.1407500000000000,2261.9277500000000000
1950-01-01,56.0916666666666667,5.25689,,,,,,,,,3.30453,59.1666666666666667,5.2083333333333333,,,,,,,27.3416666666666667,15.76262,,,,30.05441,44.58113,,656.9625000000000000,2458.5317500000000000
1951-01-01,57.3166666666666667,5.60853,,,,,,,,,5.83783,59.2833333333333333,3.2833333333333333,,,,,,,30.4250000000000000,8.46234,,,,-11.42501,11.01529,,898.2635000000000000,2656.3200000000000000
